Heading,Link,Summary
Budget private school withholds student's school-bag over fee confusion,http://timesofindia.indiatimes.com/home/education/news/Budget-private-school-withholds-students-school-bag-over-fee-confusion/articleshow/53547278.cms,"NEW DELHI: A budget private school in South Extension I, withheld a child's school-bag till his parents came to school and paid the fees. The bag was taken on Thursday morning and delivered to the child's home by a teacher and the principal after 9 pm.Anil Kumar 'Akela' 's second-grader son came crying to him on Thursday saying that ""school teachers have kept his bag and told him not to come back to school till his father paid the fees."" The boy attends Brightland Preparatory School (in Amrit Nagar, South Extn. I). Kumar, a security guard, says he has already paid Rs. 1,200 toward two months of fees on July 12 and has the receipt to prove it. ""We are fee-paying parents and have paid regularly. Fee is not due at all. It's possible the school is not maintaining records,"" says Kumar.Brightland principal, Simi Bhardwaj admitted to keeping the bag but said the school did it ""only to bring the parent to school."" The child in question, Shubham, is in Class II. But the fee-slip said Class I in which there is another Shubham, against whom the fee deposited was recorded. ""We just wanted them to come to school and bring the fee-slip so we could ascertain which Shubham has paid,"" says Bhardwaj, ""We are like an NGO and teach only the very poor in the area and it is very hard to get in touch with the parents. All of them work. We have been calling for days. The class-teacher too told Shubham to tell his father we wanted to meet."" She said that when Shubham's grandfather came to collect him from school, the boy went out instead of bringing his grandfather in. Kumar allegedly returned to school later and ""shouted and threatened school staff with lawsuits"". ""We told him to take the bag but he refused,"" claims Bhardwaj. Kumar denies having received any phone calls from the school. ""You called me, I picked up. Why would I not take the school's calls. And if they had indeed tried my number, my phone would have recorded the missed calls, right? It didn't,"" he says."
DU law aspirants protest seat cut recommended by BCI,http://timesofindia.indiatimes.com/home/education/news/DU-law-aspirants-protest-seat-cut-recommended-by-BCI/articleshow/53640637.cms,"NEW DELHI: Aspirants of Delhi University's law courses on Wednesday staged a protest outside Bar Council of India's office over its recent recommendations to close down evening colleges offering legal education which may result in scrapping of over 800 seats.The BCI has asked DU to shutdown colleges offering law courses in the evening shifts.The recommendation has been made after a committee of BCI, the apex regulatory body for legal education and legal profession in the country, submitted an adverse report about infrastructure and quality of education imparted at the centres of DU's law faculty.Around 800 students are currently enrolled in the DU evening colleges offering law.""The seat cut cannot be explained in isolation with the government's agenda of fund cuts and seat cuts from higher education. In country like ours, there is a great need of cheap legal education and DU is the only place offering it at a cheaper rate,"" one of the protesters said.Kawalpreet Kaur, vice president, All India Students Association (AISA), said, ""Cutting down seats is going to have an adverse affect. I have denied offers of admission from GLC Pune and Jamia Millia Islamia, waiting for DU. And now BCI is closing doors of DU also for me. Why do the students have to suffer between the clash of DU and BCI?""The students claimed that BCI chairman Manan Kumar Mishra, addressed the protesters and said, ""He will not allow any student who does part time job to get a law degree and also until DU provides full infrastructure and a student teacher ratio of 40:1, the seats will not be increased""."
"Hundreds of vacancies in BCom, BCom (Hons) in Delhi University",http://timesofindia.indiatimes.com/home/education/news/Hundreds-of-vacancies-in-BCom-BCom-Hons-in-Delhi-University/articleshow/53577158.cms,"NEW DELHI: It has now been over two weeks since the academic session began, yet there are hundreds of vacancies in general category in colleges across Delhi University colleges, including North Campus ones. The most surprising, are the hundreds of vacant seats in the coveted commerce courses. On Saturday night, Delhi University issued a consolidated list of vacant seats -- across categories -- in its colleges. Bhim Rao Ambedkar College has 51 vacancies in BCom and 41 in BCom(Honours) -- all in general category; at Delhi College of Arts and Commerce, there are 39 and 26 vacancies in the subjects respectively; at Dyal Singh (evening), it is 23 and 15; at Gargi, 26 and 13; at Janki Devi Memorial, 17 and 10; at Swami Shraddhanand, 57 and 17; and at Zakir Hussain Delhi College, 11 and 21. Indraprastha College for women has 15 vacancies in BCom(Hons); Daulat Ram, Motilal Nehru and Aryabhatta have 10, 34 and 17 in BCom, respectively; Maharaja Agrasen has 13 in BCom(Hons). Sri Aurobindo morning has 30 empty seats in BCom.There are vacant seats in other subjects as well. Ramjas has vacacies in several subjects including economics (six), English (9) and political science (three). Atma Ram Sanatan Dharma has six in political science; Kirori Mal has two vacancies in economics; Lady Shri Ram has one in sociology. ""The process of reapplication for undergraduate courses is online and candidates are advised to visit website of Delhi University for all details,"" says DU registrar's statement, ""The students are also advised to look at the vacant seat matrix provided on their dashboard."" The registrar, Tarun Das also said that DU decided to issue a consolidated list of vacancies because of queries from parents and applicants."
Plea on common syllabus and curriculum: Delhi HC seeks Centre's reply,http://timesofindia.indiatimes.com/home/education/news/Plea-on-common-syllabus-and-curriculum-Delhi-HC-seeks-Centres-reply/articleshow/53724946.cms,"NEW DELHI: A petition seeking a direction to the government to provide common syllabus and curriculum to all the children aged between 6-14 years on Tuesday led the Delhi high court to seek the Centre's response on the matter.A bench of Chief Justice G Rohini and Justice Sangita Dhingra Sehgal issued notice to the Centre and asked it to file its counter affidavit within two weeks.""We are issuing notice. File your (Centre) counter within two weeks,"" the bench said and posted the matter for hearing on October 24.The plea, filed by advocate Ashwini Kumar Upadhyay, has also sought a direction to the Centre ""to provide an authoritative textbook on 'Environment, Health and Safety' and 'Socialism, Secularism and Nationalism' for the children aged 6-14 years and a standard textbook having chapters on fundamental rights, fundamental duties, directives principles and the golden goals as set out in the Preamble...""It claimed that the prevailing education system under Article 21A of the Constitution was ""inconsistent"".""The right of a child should not be restricted only to free and compulsory education, but should be extended to have quality education without any discrimination on the ground of a child's economic, social and cultural background,"" the plea said, adding ""there must be no discrimination in quality of education"".It has said the Right to Education Act envisaged not only free and compulsory education, but also equitable quality education having a common syllabus and common curriculum to all the children aged 6-14 years.""Uniform education system would ultimately eliminate disparity and discrimination on grounds of religion, race, caste, sex, place of birth and lead to equality of status and of opportunity in all matters in the spirit of the Preamble of the Constitution,"" the plea said."
IIM-K to celebrate 20 years of academic excellence,http://timesofindia.indiatimes.com/home/education/news/IIM-K-to-celebrate-20-years-of-academic-excellence/articleshow/53776096.cms,"KOZHIKODE: Indian Institute of Management, Kozhikode (IIM-K) will complete 20 years of academic excellence on August 21, 2016.As part of the 21st anniversary celebrations of IIM-K, Prof Pankaj Chandra, Chairman, Board of Management, Ahmedabad University and former director, IIM Bangalore will deliver the 21st Foundation Day Lecture and also inaugurate an exhibition on the 20-year journey of IIM-K towards academic excellence on Sunday.Founded in 1996, IIMK was the 5th IIM set up by the government of India. The institute has grown significantly in its activities, programs, intellectual output, students, resources and infrastructure in these years.Starting in 1997 with a batch of 42 students in its post graduate programme (PGP), IIMK is on a high growth trajectory today.PGP student's intake for 2016 was 384 students and the institute has registered nine times increase in 20 years thus making it the fastest growing management school in the country.""IIM Kozhikode community has made concerted efforts to put the Institute in the academic map of India. We worked collectively with our diverse ideas to put up this Institute and established it in the current position. We would strive to do better in the coming years and contribute to the national building process,"" Prof Kulbhushan Balooni, director in charge, IIM-K said.Some of the notable highlights in the last two decades are: incubation of a Centre of Excellence jointly with Government of Kerala, one of its kinds in India, to help the Scheduled Castes / Tribes students overcome their deficiencies in communication and personality; pioneered Interactive Distance Learning for working executives in India; accreditation from London-based AMBA for its PGP and Executive PGP; raising women enrolment to over 30%, thereby setting trend for other management schools; opened the first Indian Business Museum in 2013, acknowledging the contribution of India's business leaders in the making of Corporate India.With 20 years of experience, IIMK is successfully mentoring IIM Amritsar, the 15th IIM in the country, since October 2014."
President nod for six new IITs in country; NIT in AP,http://timesofindia.indiatimes.com/home/education/news/President-nod-for-six-new-IITs-in-country-NIT-in-AP/articleshow/53652625.cms,"NEW DELHI: Six new Indian Institutes of Technology (IITs) will be set up in places like Jammu and Tirupati as President Pranab Mukherjee gave his nod to a law in this regard.As per the Institutes of Technology (Amendment) Act, 2016, which got Mukherjee's assent on Tuesday, IITs will also be started in Palakkad (Kerala), Goa, Dharward (Karnataka) and Bhilai (Chhattisgarh).The law has also brought the Indian School of Mines (ISM), Dhanbad under its ambit. The ISM will now be called Indian Institute of Technology (Indian School of Mines), Dhanbad, the legislation said.All these institutions will be institutions of national importance, as per the Act.The Lok Sabha had on July 25 passed the Institutes of Technology (Amendment) Bill. It got Rajya Sabha approval on August 2.The President has also given his assent to a law for establishment of a National Institute of Technology (NIT) in Andhra Pradesh.The institute will act as an institution of national importance, as per National Institutes of Technology, Science Education and Research (Amendment) Act, 2016, which has been notified by the Centre."
SSC Translator Combined Recruitment 2016: Results declared,http://timesofindia.indiatimes.com/home/education/news/SSC-Translator-Combined-Recruitment-2016-Results-declared/articleshow/53684382.cms,"NEW DELHI: The Staff Selection Commission (SSC) on Saturday announced the result of the Combined Recruitment exam (Paper-I) of Junior Hindi translators, junior translators, senior translators and Hindi Pradhyapak examination. The exam was held on June 19, 2016.Those who have qualified Paper-I will be eligible for the Paper-II exam. A total of 7353 candidates wrote the exam this year. Out of 7353 candidates who appeared for the exam, 1,502 have passed. Out of these, 293 OBC, 79 SC and 9 ST candidates have provisionally qualified. You can check your result here"
IIT-Kharagpur institutes distinguished chair professorship in Architecture and Regional Planning department,http://timesofindia.indiatimes.com/home/education/news/IIT-Kharagpur-institutes-distinguished-chair-professorship-in-Architecture-and-Regional-Planning-department/articleshow/53465424.cms,"KOLKATA: Indian Institute of Technology, Kharagpur is instituting a chair professorship award in the name of late alumnus Avinash Gupta at the department of Architecture and Regional Planning. The award amount to Rs 20,000 per month will be in addition to the usual institute salary of permanent professor, preferably in Architecture, Regional Planning with interest in health care facilities, the decision was announced on the first day of the 62nd convocation of IIT-Kharagpur on Saturday.A donation of at least Rs 2.4 lakh per year will be made to IIT-Kharagpur by Ron Gupta on behalf of the friends and family members of Avinash Gupta by July each year for five years to cover the chair Award expenses for the chair position for the 12 months.""It is expected that the chair position will be established and a selection made in the beginning of the academic year 2016 - 17. The award will initially be for three years, which may be extended by up to two more years. Avinash Gupta, a BArch graduate of the 1968 batch of students from the department of Architecture and Regional Planning of IIT-Kharagpur, passed away in June 2015. Avinash was an architect with interest in healthcare facilities. His last position was that of an executive vice-president at Post Buckley Schuh and Jernigan, a large Architectural/Engineering company in Florida USA,"" said an official of IIT-Kharagpur.Among the other infrastructural developments undertaken by the institute includes the foundation work for construction of the main hospital building for the Dr BC Roy Institute of Medical Science and Research which has been completed. ""Work is in progress at the second floor level. Thirty new classrooms at Nalanda Academic Complex and six new floors at the JC Ghosh Science Block and PC Ray Laboratory Block have been completed,"" added the official.In an initiative to improve management of electricity usage, the institute has taken up an initiative of conversion of conventional sodium vapor and mercury vapor street lights into LED street lights in phases. 100kW solar power plant in the roof top of the Mathematics Department of the Institute has been installed. The power generated is being fed to the Grid. ""Total energy generated is 80,000 units in six months. A proposal for 1000kW distributed roof top power solar plant has been approved and tendered. The institute has installed the occupancy sensor for automatic switching operation of light and fan in several classrooms and auditoriums. New generation ESE Type lighting arresters have been installed in the Institute Main Building, Old Building and in five halls which will protect the large area of the Institute from lightning,"" added a source."
Draft Indian National University Bill goes online for public views,http://timesofindia.indiatimes.com/home/education/news/Draft-Indian-National-University-Bill-goes-online-for-public-views/articleshow/53560977.cms,"NEW DELHI: The Draft Indian National University Bill, 2015, which proposes to establish a world class fully autonomous institution of national importance for training and research in military studies, has gone online on MyGov.in portal and Defence Ministry website for six weeks for public consultations.The idea of a National Defence University was first conceived in 1967. It was later recommended by Kargil Review Committee and Group of Ministers in 2000.Land for setting up of the Defence University was acquired at Manesar in Gurgaon district in September, 2012 and part infrastructure development has commenced on the acquired land in December, 2015.Indian National Defence University (INDU) is likely to be a reality soon with Draft Indian National University Bill, 2015 going online on MyGov.in portal and MoD website for six weeks for public consultations, a statement by the Defence Ministry said.The Bill proposes to establish a world class fully autonomous institution of National Importance under Ministry of Defence.The project will be implemented in three phases spreading over a period of ten years at an estimated cost of Rs 2,072 crore.The University will be a teaching and affiliating University for the existing training institutions of the three Services which will develop and propagate higher education in National Security Studies, Defence Management and Defence Technology and promote policy oriented research on all aspects relating to national security, both internal and external.The Bill also caters for Open and Distance Learning Programmes for Service personnel deployed in far flung area.As is the case in existing Defence Universities across the world, Indian National Defence University is proposed to be governed by its own norms and will inculcate and promote coordination and interaction between the Armed Forces and other Government Agencies including friendly foreign countries.The comments and suggestions from the public on the draft Bill will be collated and reviewed at the Ministry of Defence following which the process for seeking approval of the Cabinet will be initiated and the Bill will be tabled in Parliament for enactment."
Two Indian teens among global finalists at Google Science Fair,http://timesofindia.indiatimes.com/home/education/news/Two-Indian-teens-among-global-finalists-at-Google-Science-Fair/articleshow/53736020.cms,"WASHINGTON: Two Indians and four other Indian-origin teenagers are among the 16 global finalists for the sixth annual 'Google Science Fair 2016' to compete for the USD 50,000 scholarship.Fatima, 15, from the Sadhu Vaswani International School in Hyderabad has developed a control system to provide automatic water management system which controls the operation of the gates at the main reservoir and the supply at the field irrigation canals.Shriank, 15, studying in high school at National Public School, Indiranagar in Bangalore, has developed KeepTab which is a wearable-device that uses a cloud-based deep-learning framework to aid human-memory recall the location of their day-to-day objects.He was also a finalist at the FIRST LEGO League World Championships in 2012.The Indian-American teens who have made it to the global finalist of the Google Science Fair are Anika Cheerla (14), Anushka Naiknaware (13), Nikihl Gopal (15) and Nishita Belur (13).Indian-American Gopal, 15, from New Jersey was chosen as a finalist for his project, 'Point of Care Testing for Malaria Using a Smartphone and Microfluidic ELISA.'Cheerla from California has been selected for her project, 'Automated Prediction of Future Breast Cancer Occurrence from Non-Cancerous Mammograms.'Naiknaware, of Portland, Oregaon made it to the finals for her project, 'Fractal Inspired Chitosan and Carbon Nanoparticle Based Biocompatible Sensor for Wound Management.'Belur from California was selected as a finalist for her project - detection of metal surface defects using laser light reflection.In addition, Advay Ramesh has been declared as the 'Community Impact Award Winner' for developing hand held terminal (FishErmen Lifeline Terminal (FELT)) to enhance the safety of fishermen and productivity using the Standard Position Services (SPS).Many Indians - Shobhita Sundaram, Aswath Suryanarayanan, Seerat Kaur, Siddharth Pullabhatla, Shreyas Kapur, Shivam Singh, Ayush Panda, Tejit Pabari, and Tanmay Vadhera, were among the regional finalists.The Google Science Fair is a global online science and technology competition open to individuals and teams from ages 13 to 18."
Union HRD minister Prakash Javadekar inaugurates IIT Jammu,http://timesofindia.indiatimes.com/home/education/news/Union-HRD-minister-Prakash-Javadekar-inaugurates-IIT-Jammu/articleshow/53574332.cms,"JAMMU: Union human resource development minister Prakash Javadekar on Saturday inaugurated the transit campus of Indian Institute of Technology (IIT) here and praised Jammu and Kashmir for ""keeping pace"" with education despite a decades-long turmoil with gross enrolment figures higher than the national average.Ninety students have been enrolled at IIT, Jammu for the first academic session.""Jammu and Kashmir has excelled in education despite the turmoil,"" said Javadekar after declaring open the institute.""Compared to the national average of 23.6 per cent of gross enrolment in higher education, girls pursuing higher studies in Jammu and Kashmir have a 27-per cent gross enrolment, more than the 25 per cent of boys, and both the figures are higher than the national average,"" he added.The minister said the Centre has laid emphasis on creating centres of excellence in higher education and IIT and Jammu was a step towards that direction, adding that the government has also launched a free online coaching programme for IIT aspirants.He said the inauguration of IIT, Jammu was delayed due to land problem.Javadekar announced Rs 100 crore for NIT, Srinagar under a special plan this year to facilitate research and development.He said a fund of Rs 1,000 crore has been earmarked in the Union Budget to create a finance agency and another Rs 1,000 crore is expected to come from a bank soon to create a kitty of Rs 2,000 crore for infrastructure building and research in IITs.He said over 2,000 research proposals have been received and of these, 450 have been shortlisted and around 300-400 would be funded.""Now, researchers will teach here and do research as well,"" said Javadekar."
Vikas PU College to make student entrepreneurs with Rs 500 seed capital,http://timesofindia.indiatimes.com/home/education/news/Vikas-PU-College-to-make-student-entrepreneurs-with-Rs-500-seed-capital/articleshow/53448350.cms,"MANGALURU: It is going to be an Rs 500 adrenalin rush for nearly 600 students of mostly sarkari, Kannada medium and other private schools in this part of the state. Aimed at pushing the Make in India programme of PM Narendra Modi further, Vikas PU College here has launched a unique challenge - Vikas 500 Ka Josh that will spur selected children to come up with a distinct project using Rs 500 as seed fund and also compete for three top prizes of Rs 10,000 each.The 25-day challenge rolls out on August 1 and students have 25-days to come up with their project proposal which they will present at the competition that will be held on August 27, noted Krishna J Palemar, chairman, Vikas Education Trust. Each of the invited schools will choose the top five synopsis from their students; he said adding students will be evaluated for best business model, best innovation, and aesthetically brilliant model on the competition day.Ananth G Prabhu, director, Vikas Edu Solutions says each school can have maximum of five teams of three students each. The projects the team develop in above three categories using only the seed fund should be ones that benefit society and nurture potential of students. The aim of the programme is also to help students select the right course after their class X, he said adding it will also strive to test and inculcate the love of the subject in them as well.Regarding the three categories, Ananth said, it will help the evaluators judge passion students may have for designing, check their innovativeness and also come up with a one-stop-solution for mass consumption. To give a sense of fulfilment to the students, the organisers have invited the teachers and parents of the selected students to attend the competition; he said adding they can also make optimal use of the career guidance programme scheduled for the day.To raise the stakes slightly higher, Ananth said if students are able to save any amount from the seed money given to them, the college will pool this money, add its own contribution and present this amount to underprivileged orphans and homes for the elderly in the city and its outskirts. This will acquaint the children towards charity at an early age, he said. Plans are afoot to set up a permanent career guidance centre at the college to help students across ages, he added."
BSE signs MOU with IIT Kanpur,http://timesofindia.indiatimes.com/home/education/news/BSE-signs-MOU-with-IIT-Kanpur/articleshow/53528789.cms,"NEW DELHI: Leading stock exchange BSE on Wednesday signed an agreement with Indian Institute of Technology (IIT) Kanpur for collaboration in the areas including cyber security.The key highlights of the MoU include cooperation for cyber security research in financial markets, developing an environment to deal with cyber security challenges and tools to strengthen cyber security as also to advise BSE in its cyber related issues.""BSE on Wednesday entered into a Memorandum of Understanding (MoU) with the renowned Indian Institute of Technology, Kanpur,"" the exchange said in a release.Among others, the institute will assist BSE in testing its vulnerabilities in IT system and network and help forming guidelines and auditing security operations.""BSE has an onus to create comprehensive robust and resilient cyber security framework. IIT Kanpur is India's leading academic institute in computer science. A research tie-up with them will enhance the academic-corporate collaboration,"" Ashish kumar Chauhan, MD and CEO of BSE said.""I hope this research tie-up will yield excellent results for Indian financial system in cyber security. Hence I invite other financial institutions to join this research initiative to make it more comprehensive and effective,"" he added."
Admissions to Maharashtra's private medical colleges delayed,http://timesofindia.indiatimes.com/home/education/news/Admissions-to-Maharashtras-private-medical-colleges-delayed/articleshow/53776550.cms,"MUMBAI: Wait for medical aspirants seeking admissions in private colleges became longer as the State's Common Entrance Test (CET) Cell failed to release the admission schedule three days after the NEET results were out. The admission process was to tentatively commence from August 20, but is now postponed till the state comes out with a directive. The CET cell has sought opinion from the law and judiciary department on whether deemed universities can be brought under the centralized admission process (CAP) rounds conducted by the state.While the Maharashtra Unaided Private Professional Educational Institutions (Regulation of fees and admissions) Act, 2015 excludes deemed universities from under its purview, a circular released by the Union ministry of health mentioned that states may conduct a centralized process for deemed universities too. An official from the CET cell stated that if the law and judiciary department allows them to include deemed institutes too, a common schedule will be released. If their response is negative, then only the schedule for private institutes will be released."
Thousands apply for handful of seats left in Delhi University colleges,http://timesofindia.indiatimes.com/home/education/news/Thousands-apply-for-handful-of-seats-left-in-Delhi-University-colleges/articleshow/53426170.cms,"NEW DELHI: It's a deluge Delhi University (DU) colleges were clearly not prepared for. They had invited applications for a handful of seats left unfilled after the fifth cutoff list admissions. What they got in response were a mindboggling tens of thousands of applications for seats ranging from a few dozen to a few hundred. Hans Raj College, for instance, is saddled with 84,000 applications for the 50 seats it needs to fill up. That's 1,680 candidates per seat. Similarly, Ramjas has 57,000 applicants for 100 seats and Deen Dayal Upadhyaya 37,000 applications for 25-odd seats. Lady Shri Ram College has to contend with 1,800 aspirants for six seats in the psychology programme.While colleges were supposed to issue the merit list by 5pm on Wednesday, a majority of them were at their wit's end on how to work out a merit list from such big database at such short notice. Some blamed the University for not processing the data properly. According to an official from the dean of stu dents' welfare, 17-odd colleges received over 40,000 applications while another nine got over 20,000 applications.Such is the demand all colleges are overwhelmed with applications. Hindu college, for instance, has received over 5,000 applications for six seats in BCom (H). ""We are working on the data. The numbers are huge. And we have to work out a merit list only based on the number of seats available,"" said Anju Srivastava, principal, Hindu College.Another north campus college with over 40,000 applications is Kirori Mal College. It has close to 300 seats under all categories still unfilled.""LSR received 1,811 applications for the six general category seats in psychology. We never imagined such big numbers. That makes our work even tougher to prepare a merit list. We will go step wise, as directed by the university. In case of the best-of-four scores being the same, we will have to consider the overall class XII aggregate,"" said Kanika Ahuja, media coordinator, LSR.What's troubling many colleges is that many applicants have already secured a seat in a DU college. As soon as the unfilled seats status was announced, these students applied to other colleges and courses without withdrawing from the course they are enrolled in. ""The problem is that if these students are offered seats, their current seats will fall vacant and it will only prolong the admission process,"" said a principal of a south Delhi college.""Initially candidates were not allowed to apply without cancelling their admission in other colleges, "" the principal said. ""Some of them came to us seeking an assurance that they would get the seat in case they cancel. That's something we can't promise. Only students from St Stephen's and Jesus and Mary, as they are not part of DU's centralised admission process, were allowed to apply without cancelling their admissions. Later, the DSW office rightly allowed other students the same facility,"" he added."
"IITs to keep eye on hiring by startups, focus on PSU jobs",http://timesofindia.indiatimes.com/home/education/news/IITs-to-keep-eye-on-hiring-by-startups-focus-on-PSU-jobs/articleshow/53591124.cms,"MUMBAI: After a few  start-ups revoked job offers+ and some deferred their joining dates, IITs are making minor changes in their placement policies to ensure students don't face a similar situation this year. While scrutiny of start-ups has been intensified like never before at most institutes, some are insisting on knowing companies' joining dates. Students say that not many start-ups are keen on hiring due to the fund crunch in the market. Public sector units (PSUs)+ that were missing during campus placements for a few years owing to a high court order, will be making a comeback this year with cells focusing on the 'Make in India' initiative.A placement co-ordinator at IIT-Delhi, Shefali Jindal, said that the institute will be seeking joining dates on company registration forms itself. ""Though they always gave tentative dates, we are planning to get them in writing,"" she said. She said that they had a very unfortunate case on the campus last year, when a student who had a loan burden, bagged an offer with a pay package of Rs 12 lakh per annum, but was rendered jobless after his offer was revoked. At IIT-Bombay, the policy is yet to be finalized, but it will not deviate much from last year. ""We have always examined start-ups, their background, etc. But last year, the number of students whose offers were revoked+ , though not very significant, was more than what it was in the previous years. We have intensified the scrutiny process this year and we are also looking at reviews of start-ups who have shown interest in our institute, on various platforms,"" said a placement committee member from the institute. IIT-Roorkee, too, will be having an additional filtering process for start-ups this year, said NP Padhy, a professor in charge of placements, adding that students have not lost interest in them. The head of the placement committee at IIT-Kharagpur, Shovan Panigrahi, said that the start-ups plan for a period of 18 months and due to the fund crunch, they do not wish to take chances. On the contrary, the institute in Kharagpur, has increased its focus on the PSUs. ""Till now we have invited about 90 firms from various sectors in manufacturing, fabrication, metal, electrical, etc,"" said Panigrahi. IIT-Bombay and IIT-Delhi too will be having several PSUs visiting the campus during the first phase of the placement season this year depending on their availability."
"Jammu, Tirupati among 6 places to get IITs",http://timesofindia.indiatimes.com/home/education/news/Jammu-Tirupati-among-6-places-to-get-IITs/articleshow/53508115.cms,"NEW DELHI: Jammu and Tirupati are among six cities across the country which are set to get IITs+ , with the Parliament on Tuesday passing a bill + in this regard.Under the Institutes of Technology (Amendment) Bill 2016, which was approved on Tuesday by the Rajya Sabha by voice vote, IITs will also be started in Palakkad (Kerala), Goa, Dharward (Karnataka) and Bhilai (Chhattisgarh).Earlier, the Lok Sabha had passed on July 25 the Bill which also seeks to bring the Indian School of Mines, Dhanbad, within the ambit of the proposed Act.Replying to a debate on the bill, HRD Minister Prakash Javadekar+ said the IITs are the centre of excellence+ and they will continue to remain like that.""We will not allow anything that will lower their standards. Actually we all should try to improve them further and make them really world class institutes. Therefore quality is absolutely important,"" he said.Replying to Jairam Ramesh of Congress, who raised the issue of ensuring complete autonomy for the IITs, Javedekar said the HRD Ministry is not there on any board of IITs.""MHRD is not even represented on Board of Governors. It is completely run by the Board. We only facilitate in finance and that is where we will concentrate,"" he said.On funding for the premier institutes, he said there would not be any financial constraints for growth of IITs.The government is already working on a scheme for financing higher education infrastructure needs, particularly research infrastructure requirements, he added."
Over 7 lakh school teachers equipped with IT skills in India,http://timesofindia.indiatimes.com/home/education/news/Over-7-lakh-school-teachers-equipped-with-IT-skills-in-India/articleshow/53448951.cms,"NEW DELHI: Microsoft has so far equipped more than 7.7 lakh government school teachers with IT skills across 12 states in India under its Project Shiksha programme launched in 2003, the tech giant said on Friday.The ""Microsoft India Citizenship Report 2015-16"" highlights the achievements of Microsoft's citizenship initiatives that include Project Shiksha, Project Saksham, Project Jyoti and YouthSpark programme.""Project Saksham has reached out to 81 state/central universities across 24 states training over 3,800 faculty members, since its launch in 2011,"" the report said.Aimed at developing skills among youth from under-privileged communities to drive employability and entrepreneurship, Project Jyoti helped establish over 1700 enterprises run by youth in the country.""In 2015-16, over 30,000 young adults received training, 70 per cent of who got gainful employment or are self-employed and over 900 youth enterprises were established,"" the report added.Microsoft is also running digital literacy initiatives under the YouthSpark programme for marginalised communities, with a special focus on girls and young women.The company also partnered with several institutions of higher education in the country towards skilling youth for employment.""Programmes like BizSpark, DreamSpark and Imagine Cup have been immensely successful in driving entrepreneurship and innovation among the youth,"" Microsoft said"
"NEET results declared, Kota students bag top 3 positions",http://timesofindia.indiatimes.com/home/education/news/NEET-results-declared-Kota-students-bag-top-3-positions/articleshow/53730327.cms,"JAIPUR: After claiming top three slots in JEE-Advanced (IITs), Kota has weaved another big success story. This time in the National Eligibility Cum Entrance Exam (NEET), results of which were announced by CBSE on Tuesday. Top three students who cleared NEET are from Kota."
"More than 3,500 J&K; students awarded special scholarship",http://timesofindia.indiatimes.com/home/education/news/More-than-3500-JK-students-awarded-special-scholarship/articleshow/53585845.cms,"NEW DELHI: The central government has this year awarded over 3,500 scholarships worth a total of Rs 75 crore under a special scheme for students from Jammu and Kashmir to enable them pursue higher education outside the state.Out of more than 3,500 scholarships, Kashmir valley accounted for 1,329, Ladakh 26, and Jammu 2,255, said an official statement issued here on Sunday, citing Human resource development minister Prakash Javadekar.""Earlier, the quota for Jammu and Kashmir students in engineering colleges was limited to only 250, but this year, 1,430 students were granted admission in various reputed engineering colleges,"" Javadekar said, adding that ""more than 5,000 students had applied for the same"".""Overall, Rs 75 crore worth of scholarships have been given this year under the special scholarship scheme,"" he added.Under the scheme, tuition fee up to Rs 1.25 lakh is borne by the government besides up to Rs one lakh for hostel and food expenses.The government enhanced the quota from two seats to 10 seats in each engineering college.Besides engineering, students are getting scholarships for nursing, medical sciences and hotel management courses.In order to be eligible for the scholarship, the students must have passed higher secondary from a school in Jammu and Kashmir and their family income must be less than six lakh rupees a year.The ""tremendous"" response to the scholarship has been due to the awareness workshops which were organised across the state in May this year, the government said."
Paper leak: Telangana govt to hold EAMCET-II exam again,http://timesofindia.indiatimes.com/home/education/news/Paper-leak-Telangana-govt-to-hold-EAMCET-II-exam-again/articleshow/53506749.cms,"HYDERABAD: The Telangana government on Tuesday decided to again hold the Engineering, Agriculture and Medical Common Entrance Test (EAMCET-II) in wake of the state CID's probe report stating that the question papers were leaked.The decision was taken after chief minister K Chandrasekhar Rao held a review meeting of the ministers and officials concerned on Tuesday.Schedule for the fresh examination will be announced soon, a statement for the chief minister's office said.""It is unfortunate and painful incident (leakage of question paper). In the wake of leakage of the paper we have no option but to conduct EAMCET once again. I request students and parents to understand the situation and cooperate with the Government,"" the chief minister said in the statement.EAMCET-II was conducted on July 9 for entry into medical and dental colleges and the results were declared on July 14. The exam was conducted by Jawaharlal Nehru Technological University (JNTU), Hyderabad.Following complaints of question paper leak, Telangana CID conducted a probe and submitted a report recently.So far, six persons have been arrested and whereabouts of another five, allegedly involved in it, identified. Investigation had revealed that as many as 200 students and their parents allegedly colluded with various brokers involved in the whole episode, the statement said."
IIT Kharagpur join hands with MIT to launch urbanisation study course,http://timesofindia.indiatimes.com/home/education/news/IIT-Kharagpur-join-hands-with-MIT-to-launch-urbanisation-study-course/articleshow/53479567.cms,"KHARAGPUR: The Indian Institute of Technology, Kharagpur, is joining hands with the Massachusetts Institute of Technology for a course to study urbanisation in the current developing world, where the concept is no longer limited to the precincts of what are administratively defined as ""cities"", its director said here on Sunday."
