Heading,Link,Summary
New clause inserted in draft statute of Jadavpur University,http://timesofindia.indiatimes.com/home/education/news/New-clause-inserted-in-draft-statute-of-Jadavpur-University/articleshow/53623675.cms,"KOLKATA: Raj Bhavan in consultation with the state government has included a fresh clause dealing with ""service and discipline"" inserted in the draft statute which was sent to the chancellor's office by Jadavpur University. This has once again raised ruffles among stakeholders — teachers, officers and non-teaching staff —who see it as yet another instance of vendetta politics.It is likely that the same clause will be introduced in the statute of other state run universities soon.The clause states that any employee found guilty of ""unethical propagation"" of views against the interest of the university and policies of the state government are liable for punishment that may also take his job. JU teachers see this as a ""draconian step"" to stifle non-conformist views in the mass media, a step that is likely to be replicated in other state universities as well. The state government had earlier tried a similar restriction on state government college teachers that didn't work out as planned. ""The university has received the draft statute from the chancellor's office a week ago, copies of which have been distributed among the stakeholders for their opinions and observations. The draft statute that will govern the university once it is final has a clause on service and discipline of employees that was not sent by the university. According to procedure, copy of the draft from Raj Bhavan will be tabled at the university's highest policy making body — The Executive Council, along with the opinions of the stakeholders. The university will then send its views to Raj Bhavan,"" a JU officer said. The Jadavpur University Teachers' Association has called a general body meeting on August 12 to discuss the draft statute. ""We have called a JUTA general body to discuss and debate on the draft statute. We may seek legal opinion if necessary."" A Juta office-bearer said. What happens if the executive council differs with the clause? Those running university administration maintain that the university is well within its limits to send its views. But the final statute will be drawn up by the state government in consultation with the Raj Bhavan. The final draft will then go for vetting to the law department. The primacy of the state government in finalising the statute is because the government has happens to be the funding agency. However, this does not apply to the academic freedom, universities enjoy. Next comes the need for student discipline. The draft statute also makes a mention of a code of conduct for all the stake holders including students, the first step of which is to introduce biometric attendance for teachers and staff. The Mamata Banerjee government may table a Bill in the Assembly session touching upon the broad contours of the code of conduct applicable to all state universities. The Bill once adopted will require all the state universities to incorporate the clauses in their revised statute. A section, however, believes that the call for discipline with the punitive clause doesn't come without reason. ""Chancellors have time and again appealed to JU stakeholders, particularly students to refrain from gherao and recurrent agitation that cast its shadow on the convocation programme also. The present chancellor sent a word of caution to students during the fracas over screening a film inside JU campus. He urged students to go back to their classrooms because such behaviour didn't go well with the university's image. JU stakeholders didn't pay heed to the suggestion. Instead, a section of teachers fuelled anti-establishment sentiments,"" a JU employee said."
Budget private school withholds student's school-bag over fee confusion,http://timesofindia.indiatimes.com/home/education/news/Budget-private-school-withholds-students-school-bag-over-fee-confusion/articleshow/53547278.cms,"NEW DELHI: A budget private school in South Extension I, withheld a child's school-bag till his parents came to school and paid the fees. The bag was taken on Thursday morning and delivered to the child's home by a teacher and the principal after 9 pm.Anil Kumar 'Akela' 's second-grader son came crying to him on Thursday saying that ""school teachers have kept his bag and told him not to come back to school till his father paid the fees."" The boy attends Brightland Preparatory School (in Amrit Nagar, South Extn. I). Kumar, a security guard, says he has already paid Rs. 1,200 toward two months of fees on July 12 and has the receipt to prove it. ""We are fee-paying parents and have paid regularly. Fee is not due at all. It's possible the school is not maintaining records,"" says Kumar.Brightland principal, Simi Bhardwaj admitted to keeping the bag but said the school did it ""only to bring the parent to school."" The child in question, Shubham, is in Class II. But the fee-slip said Class I in which there is another Shubham, against whom the fee deposited was recorded. ""We just wanted them to come to school and bring the fee-slip so we could ascertain which Shubham has paid,"" says Bhardwaj, ""We are like an NGO and teach only the very poor in the area and it is very hard to get in touch with the parents. All of them work. We have been calling for days. The class-teacher too told Shubham to tell his father we wanted to meet."" She said that when Shubham's grandfather came to collect him from school, the boy went out instead of bringing his grandfather in. Kumar allegedly returned to school later and ""shouted and threatened school staff with lawsuits"". ""We told him to take the bag but he refused,"" claims Bhardwaj. Kumar denies having received any phone calls from the school. ""You called me, I picked up. Why would I not take the school's calls. And if they had indeed tried my number, my phone would have recorded the missed calls, right? It didn't,"" he says."
Additional round of engineering counselling in MP from Aug 1,http://timesofindia.indiatimes.com/home/education/news/Additional-round-of-engineering-counselling-in-MP-from-Aug-1/articleshow/53461352.cms,"BHOPAL: After witnessing poor admission in technical courses including engineering, directorate technical education (DTE) has announced an additional round of counselling on Friday. Ongoing counselling will end on July 30. Additional round will start from August 1 and will culminate on August 15. According to DTE officials, additional counselling round will be for all technical courses. For bachelor of engineering courses, additional counselling round will start from August 6.After first two rounds, around 27,000 seats are filled. There are around 78,000 seats in engineering courses at different colleges across the state. DTE will organise counselling for bachelor of architecture (BArch) course from August 1.Similarly, additional counselling round for bachelor of pharmacy (BPharma), hotel management, master of pharmacy (MPhrama) and non-PPT will start from August 1.For MCA including lateral entry, additional round will be from August 5. For MBA also, counselling will be from August 5. For PPT, additional round will be from August 11. For MTech, counselling rounds will kick off from August 11.Earlier, two rounds of counselling were announced. This year counselling started from June 6. Sources said higher authorities are in no mood to conduct college level counselling (CLC), which has been discontinued from this year."
IIT-Kharagpur students bag 53 PPOs ahead of new academic session,http://timesofindia.indiatimes.com/home/education/news/IIT-Kharagpur-students-bag-53-PPOs-ahead-of-new-academic-session/articleshow/53561343.cms,"KOLKATA: Students at IIT Kharagpur bagged as many as 53 pre-placement offers (PPOs) from top-tier organisations ahead of the start of its new academic session, a statement said on Friday.""Samsung has made the highest number of offers standing at 20 while Texas Instruments and CITI have made six offers each till July 31,"" the statement said.Students from the institute underwent summer internship during May and June and the PPOs matured from the internships. Many more PPOs are in the pipeline.The internship season at the institute is starting on August 6 and the line-up includes top companies such as Google, Microsoft, Facebook, Goldman Sachs, Deutsche Bank, Hindustan Unilever, ITC, Nomura, Reckitt Benckiser etc.""The institute is expecting public sector units to come forward for both internship and placements this year,"" it said."
IISc top Indian institute in 2016 BRICS rankings,http://timesofindia.indiatimes.com/home/education/news/IISc-top-Indian-institute-in-2016-BRICS-rankings/articleshow/53292160.cms,"NEW DELHI: It has been a mixed bag for Indian education institutions in the 2016 edition of the QS World University Rankings for BRICS nations — Brazil, China, India, Russia, and South Africa — released on Wednesday."
IIT-Kharagpur to co-host Empresario 2017,http://timesofindia.indiatimes.com/home/education/news/IIT-Kharagpur-to-co-host-Empresario-2017/articleshow/53212759.cms,"NAGPUR: IIT Kharagpur and International Business Model Competition (IBMC) are all set to host Empresario 2017, an initiative by the Entrepreneurship Cell of the college. The cell is a student organization established with the aim of fostering the spirit of entrepreneurship among college students in India. It aims at developing upcoming start-ups into successful companies by conducting Empresario, India's only global business model competition. Very often, start-ups with static business plans fail miserably since reality does not conform to their assumptions. Empresario intends to have a more dynamic methodology for start-ups. It accepts business ideas in all fields including product and service, product design and social categories. Each of the entries will get equal opportunity to win the prize and incubation money to the tune of Rs 2.5 crore. The shortlisted entries will be provided help in terms of mentoring and the winners will also get a much sought after chance to pitch their ideas in front of some of India's biggest VCs and investors. The best entries in all categories will get an opportunity to participate directly in the semi-final rounds of IBMC 2017, which will be conducted abroad followed by the grand finale at Global Entrepreneurship Summit (GES), 2017, the largest collegiate entrepreneurial summit held in January in India every year. Previous records of the annual competition include Beta Glide - a mobile app that won the Tech Transfer Prize (Mercury Fund Prize) at Rice Business Plan Competition, Roof For Two and COEO Labs, which received critical acclaim across the globe. Interested students can find application details on the website www.ecell-iitkgp.org/empresario"
"Hundreds of vacancies in BCom, BCom (Hons) in Delhi University",http://timesofindia.indiatimes.com/home/education/news/Hundreds-of-vacancies-in-BCom-BCom-Hons-in-Delhi-University/articleshow/53577158.cms,"NEW DELHI: It has now been over two weeks since the academic session began, yet there are hundreds of vacancies in general category in colleges across Delhi University colleges, including North Campus ones. The most surprising, are the hundreds of vacant seats in the coveted commerce courses. On Saturday night, Delhi University issued a consolidated list of vacant seats -- across categories -- in its colleges. Bhim Rao Ambedkar College has 51 vacancies in BCom and 41 in BCom(Honours) -- all in general category; at Delhi College of Arts and Commerce, there are 39 and 26 vacancies in the subjects respectively; at Dyal Singh (evening), it is 23 and 15; at Gargi, 26 and 13; at Janki Devi Memorial, 17 and 10; at Swami Shraddhanand, 57 and 17; and at Zakir Hussain Delhi College, 11 and 21. Indraprastha College for women has 15 vacancies in BCom(Hons); Daulat Ram, Motilal Nehru and Aryabhatta have 10, 34 and 17 in BCom, respectively; Maharaja Agrasen has 13 in BCom(Hons). Sri Aurobindo morning has 30 empty seats in BCom.There are vacant seats in other subjects as well. Ramjas has vacacies in several subjects including economics (six), English (9) and political science (three). Atma Ram Sanatan Dharma has six in political science; Kirori Mal has two vacancies in economics; Lady Shri Ram has one in sociology. ""The process of reapplication for undergraduate courses is online and candidates are advised to visit website of Delhi University for all details,"" says DU registrar's statement, ""The students are also advised to look at the vacant seat matrix provided on their dashboard."" The registrar, Tarun Das also said that DU decided to issue a consolidated list of vacancies because of queries from parents and applicants."
Making their mark: Top shooters gun for seats in Delhi University,http://timesofindia.indiatimes.com/home/education/news/Making-their-mark-Top-shooters-gun-for-seats-in-Delhi-University/articleshow/53107633.cms,"NEW DELHI: What's common to shooter Soumya Gupta, who represented India at the Junior World Shotgun Championships in Italy in 2015, and Nayani Bhardwaj, gold medallist in the 10m air pistol event at the Asian Shooting Championship 2015 in Kuwait? Both are in line for admission in Delhi University colleges this year.Welcome to DU, the new haven for shooters. Soumya and Nayani are among 10 international shooters getting direct admission into the varsity's undergraduate courses under the sports category.As many as 193 shooters have applied for DU courses, up from 120 last year, of whom 76 boys and 36 girls are eligible for admission post trials and certificate verification.No wonder, DU is sending one of the largest contingents of 10 shooters for the World University Shooting Championship in Poland this year.""The university's record in shooting has been good in the last three-four years with star shooters such as Apurvi Chandela earning laurels at international events. This year, 10,382 applications have been received for sports category admissions as against 5,202 in 2015,"" said C S Dubey , chairperson of DU's sports council. Many top-notch junior shooters said they prefer to come to DU because it supports its sportspersons. ""India is winning gold mainly in three events--shooting, boxing and wrestling, which is why there is a growing interest in the sport. Moreover, DU has big reputation and it takes care of its sportspersons,"" said Gupta, who is expecting to join Sri Venkateswara College.The young shooters are also drawing motivation from Jesus and Mary student Chandela, who was adjudged the `shooter of the tournament' in the Swedish Cup Grand Prix in Savsjo, Sweden, in January 2016 and St Stephen's alumni Jaspal Rana. The university now is planning a shooting range and a 50-bedded sports hostel near the University Polo Ground for which the University Grants Commission has allocated Rs 1.75 crore, with an equal sum to come from the varsity's kitty.Shooter Jaspal Rana, however, feels the university should have built shooting ranges long time ago. He also urged the university to build small ranges in North and South campus, rather than a big facility. ""But there should be right equipment and maintenance. I am sorry to say but my college, which has a shooting range, doesn't have the right equipment,"" he said.""Promising shooters join colleges but cannot achieve much as there is just one shooting range in Tughlakabad in Delhi. Students can't attend classes and also practice as the same time.So, one has to either sacrifice studies or hisher sport,"" Jaspal said.That notwithstanding, the new shooters look up to the likes of Rana and Chandela. ""There are big stars from DU in shooting and we draw inspiration from them. Also the news of a shooting range coming up in DU is encouraging. Now, many more students can take up the sport,"" said Soumya, who is going to join LSR.The new influx of international players will benefit the university as well, said officials. ""With such high profile players joining our ranks, the university's rank in sports will improve. Both the university and sportspersons will benefit by their international exposure,"" said Anil Kumar Kalkal, director, physical education and sports, DU."
HRD ministry to bring in separate bill for IIITs,http://timesofindia.indiatimes.com/home/education/news/HRD-ministry-to-bring-in-separate-bill-for-IIITs/articleshow/53216299.cms,"NEW DELHI: The HRD ministry has decided to bring in a ""separate bill"" to govern the affairs of Indian Institutes for Information and Technology (IIITs) which are functioning under the public-private partnership (PPP) model."
IIT-Kharagpur institutes distinguished chair professorship in Architecture and Regional Planning department,http://timesofindia.indiatimes.com/home/education/news/IIT-Kharagpur-institutes-distinguished-chair-professorship-in-Architecture-and-Regional-Planning-department/articleshow/53465424.cms,"KOLKATA: Indian Institute of Technology, Kharagpur is instituting a chair professorship award in the name of late alumnus Avinash Gupta at the department of Architecture and Regional Planning. The award amount to Rs 20,000 per month will be in addition to the usual institute salary of permanent professor, preferably in Architecture, Regional Planning with interest in health care facilities, the decision was announced on the first day of the 62nd convocation of IIT-Kharagpur on Saturday.A donation of at least Rs 2.4 lakh per year will be made to IIT-Kharagpur by Ron Gupta on behalf of the friends and family members of Avinash Gupta by July each year for five years to cover the chair Award expenses for the chair position for the 12 months.""It is expected that the chair position will be established and a selection made in the beginning of the academic year 2016 - 17. The award will initially be for three years, which may be extended by up to two more years. Avinash Gupta, a BArch graduate of the 1968 batch of students from the department of Architecture and Regional Planning of IIT-Kharagpur, passed away in June 2015. Avinash was an architect with interest in healthcare facilities. His last position was that of an executive vice-president at Post Buckley Schuh and Jernigan, a large Architectural/Engineering company in Florida USA,"" said an official of IIT-Kharagpur.Among the other infrastructural developments undertaken by the institute includes the foundation work for construction of the main hospital building for the Dr BC Roy Institute of Medical Science and Research which has been completed. ""Work is in progress at the second floor level. Thirty new classrooms at Nalanda Academic Complex and six new floors at the JC Ghosh Science Block and PC Ray Laboratory Block have been completed,"" added the official.In an initiative to improve management of electricity usage, the institute has taken up an initiative of conversion of conventional sodium vapor and mercury vapor street lights into LED street lights in phases. 100kW solar power plant in the roof top of the Mathematics Department of the Institute has been installed. The power generated is being fed to the Grid. ""Total energy generated is 80,000 units in six months. A proposal for 1000kW distributed roof top power solar plant has been approved and tendered. The institute has installed the occupancy sensor for automatic switching operation of light and fan in several classrooms and auditoriums. New generation ESE Type lighting arresters have been installed in the Institute Main Building, Old Building and in five halls which will protect the large area of the Institute from lightning,"" added a source."
Thousands apply for handful of seats left in Delhi University colleges,http://timesofindia.indiatimes.com/home/education/news/Thousands-apply-for-handful-of-seats-left-in-Delhi-University-colleges/articleshow/53426170.cms,"NEW DELHI: It's a deluge Delhi University (DU) colleges were clearly not prepared for. They had invited applications for a handful of seats left unfilled after the fifth cutoff list admissions. What they got in response were a mindboggling tens of thousands of applications for seats ranging from a few dozen to a few hundred. Hans Raj College, for instance, is saddled with 84,000 applications for the 50 seats it needs to fill up. That's 1,680 candidates per seat. Similarly, Ramjas has 57,000 applicants for 100 seats and Deen Dayal Upadhyaya 37,000 applications for 25-odd seats. Lady Shri Ram College has to contend with 1,800 aspirants for six seats in the psychology programme.While colleges were supposed to issue the merit list by 5pm on Wednesday, a majority of them were at their wit's end on how to work out a merit list from such big database at such short notice. Some blamed the University for not processing the data properly. According to an official from the dean of stu dents' welfare, 17-odd colleges received over 40,000 applications while another nine got over 20,000 applications.Such is the demand all colleges are overwhelmed with applications. Hindu college, for instance, has received over 5,000 applications for six seats in BCom (H). ""We are working on the data. The numbers are huge. And we have to work out a merit list only based on the number of seats available,"" said Anju Srivastava, principal, Hindu College.Another north campus college with over 40,000 applications is Kirori Mal College. It has close to 300 seats under all categories still unfilled.""LSR received 1,811 applications for the six general category seats in psychology. We never imagined such big numbers. That makes our work even tougher to prepare a merit list. We will go step wise, as directed by the university. In case of the best-of-four scores being the same, we will have to consider the overall class XII aggregate,"" said Kanika Ahuja, media coordinator, LSR.What's troubling many colleges is that many applicants have already secured a seat in a DU college. As soon as the unfilled seats status was announced, these students applied to other colleges and courses without withdrawing from the course they are enrolled in. ""The problem is that if these students are offered seats, their current seats will fall vacant and it will only prolong the admission process,"" said a principal of a south Delhi college.""Initially candidates were not allowed to apply without cancelling their admission in other colleges, "" the principal said. ""Some of them came to us seeking an assurance that they would get the seat in case they cancel. That's something we can't promise. Only students from St Stephen's and Jesus and Mary, as they are not part of DU's centralised admission process, were allowed to apply without cancelling their admissions. Later, the DSW office rightly allowed other students the same facility,"" he added."
Prakash Javadekar asks IITians to focus on innovation,http://timesofindia.indiatimes.com/home/education/news/Prakash-Javadekar-asks-IITians-to-focus-on-innovation/articleshow/53230325.cms,NEW DELHI: HRD minister Prakash Javadekar on Friday asked IITians to focus on innovation so that the country can reach higher levels of prosperity even as he expressed concern over the overall quality of research.
"No-detention policy should end, it is ruining the country, says Arvind Kejriwal",http://timesofindia.indiatimes.com/home/education/news/No-detention-policy-should-end-it-is-ruining-the-country-says-Arvind-Kejriwal/articleshow/53251423.cms,"NEW DELHI: ""Don't mess around with the youth and education"" in order to avoid a ""perilous"" future, Delhi chief minister Arvind Kejriwal on Sunday warned the Centre and attacked it for ""reducing"" the Central education budget which he said would ""ruin"" the country."
Javadekar says views of all sections important for education policy,http://timesofindia.indiatimes.com/home/education/news/Javadekar-says-views-of-all-sections-important-for-education-policy/articleshow/53180102.cms,"NEW DELHI: Union HRD minister Prakash Javadekar on Tuesday said that views of all ideological sections are needed for the formulation of a New Education Policy (NEP) even as he emphasised on encouraging research and innovation for sustainable development.He was speaking at an event organised by RSS linked body Bharatiya Shikshan Mandal (BSM) and pro-BJP think tank Bharat Niti here on issues related to NEP where several speakers pitched for encouraging Sanskrit.The HRD minister shared his vision of education should be accessible, affordable, high quality and encouraging research and innovation.""We need views from all ideologies. We need each and every suggestion because I believe education is a national mission to take the country ahead,"" Javadekar said.Javadekar said there was even speculation even over his attending the event and there were news reports about it. He, however, added that in a democracy different views can exist.""I was invited here so I came, if others invite me I will also go there,"" the new HRD minister said.After all what we need is good education which can provide a strong foundation for life, he said adding that ""this is not at all a BJP-Congress issue.""The HRD minister's remarks come in the backdrop of the various allegations of saffronisation that have been hurled against the Centre by rival parties ever since the BJP led government come to power.BJP General Secretary Muralidhar Rao, Mukul Kanitkar of BSM and former NCERT Director J S Rajput spoke about reviving Sanskrit and spoke on issues like encouraging regional languages, getting out of ""colonial hangover"" and ensuring that India becomes a 'VishwaGuru' (World leader).In his speech, Rajput, who was a member of the HRD appointed committee on evolution of NEP, which spoke about the importance of Sanskrit and said former PM Jawaharlal Nehru too has stressed about it in his book 'Discovery of India'."
Opeca protests hike in engg seats of state colleges,http://timesofindia.indiatimes.com/home/education/news/Opeca-protests-hike-in-engg-seats-of-state-colleges/articleshow/53124556.cms,"Bhubaneswar: The Odisha Private Engineering College Association (Opeca) on Friday alleged that the state government has been raising engineering seats in government colleges without the prior approval of the All India Council for Technical Education (AICTE).The intake of B Tech seats in government institutions increased by 1,214 in 2015-16 and by 336 in 2016-17 and MTech seats by 779 in the two academic years.The Opeca secretary Binod Dash said: ""The government is going ahead with the expansion without increasing faculty and meeting the minimum standards required to enhance the capacity, in gross violation of the AICTE norms. The government colleges are giving advertisements in newspapers claiming that their courses have been approved by the state government. This is not the norm for opening a new branch. It needs AICTE approval.""Dash said the government's move of expansion defies logic because several seats are lying vacant in private colleges. Of the around 46,000 seats, more than 50% went without first year admissions in the past four years.However, government officials defended the expansion move. E Saibaba Reddy, vice-chancellor of Veer Surendra Sai University of Technology (VSSUT), Burla, said: ""Universities have the autonomy to open new courses without AICTE approval. The AICTE approval is binding on private colleges.""Despite the AICTE approval not being mandatory, the VSSUT is still in the process of obtaining it for all the new courses because that will ensure the MTech students become eligible for scholarships/stipends from the ministry of human resource development, Reddy said.Tushar Nath, chairman of Odisha joint entrance examination (OJEE) committee, said the government has to expand the technical institutions to ensure that the poorer sections of society also receive good education at an affordable price. ""Vacancies in private institutions can't be a criteria to not to expand government colleges as their fee is comparatively less,"" he said.Technical education secretary L N Gupta recently wrote to the VCs of VSSUT and Biju Patnaik University of Technology to make college-wise plans to ensure the AICTE approval for all the courses.In 2015, the Comptroller and Auditor General had pointed out that the state-run-technical institutions offered courses, which were not approved by the AICTE. ""The AICTE did not approve these courses owing to lack of infrastructure, violation of norms for creation of additional courses and increase in intake of existing courses,"" the CAG report on economic sector for the year ending March 2015, read. The accreditation of the courses by the National Board of Accreditation is necessary for getting AICTE approval."
DU open school gets image boost as 4 students with 100% marks join courses,http://timesofindia.indiatimes.com/home/education/news/DU-open-school-gets-image-boost-as-4-students-with-100-marks-join-courses/articleshow/53330456.cms,"NEW DELHI: A score of 100% in best-of-four subjects would open the doors of admission into any Delhi University college. Yet, four students with this perfect score have enrolled themselves in DU's School of Open Learning, opting for a degree through distance learning. They are not the only highgraders taking admission in SOL this year. The list includes 13 students with scores above 95% and 240 with marks above 90%. In fact, students with a score of 80% and above constitute more than 10% of all admission-takers.As these numbers clearly show, the image of SOL as the refuge of 'non-serious' students who can't get admission anywhere else — or those pursuing a degree while working — is fast changing. Although the figures are also a reflection of the extremely high cut-offs in DU colleges, many career oriented students are taking to distance learning for several advantages it gives them. For instance, SOL admitted three 100-percenters into its BCom course although they did not have Maths at the plus-2 level. These students opted for BCom at SOL because it would give them more time to prepare for the CA exam. ""Among high scorers, majority of them have chosen BCom (H), followed by BA. Rest have taken English and political science honours courses. The reason why they are here is because of the DU degree and also majority of them will try to pursue chartered accountancy,"" said C S Dubey, Campus of Open Learning head.As per admission data till 5 pm of July 21, 2016, over 49,000 candidates have registered online for SOL courses of which nearly 13,000 have completed the admission process. Over 900 of these students have an aggregate between 80% and 89% in their class XII Boards, while another 240 have 90% and above as aggregate. ""DU is a big draw for its reputation. As I could not manage a seat in a college of choice in BCom (H) with 90.25% marks in best-of-four, I decided to join SOL. This also offers me time to prepare for chartered accountancy,"" said Puneet Jain. Many top scorers taking admission in SOL plan to prepare for other competitive exams. ""We have many students who could have got admission in some DU colleges. But they also want to prepare for civil services and since they didn't get a seat in a college of their choice, they came to SOL,"" added Dubey. Officials said SOL was an attractive option for many candidates from relatively poor families for whom a regular college was unaffordable. High cutoffs in colleges too have nudged people towards SOL. In courses such as English, the fifth cutoff remains above 94% in 12 colleges and above 90% in 20. In BCom (H), out of the 30 colleges, 29 have cutoffs of over 90%."
Draft Indian National University Bill goes online for public views,http://timesofindia.indiatimes.com/home/education/news/Draft-Indian-National-University-Bill-goes-online-for-public-views/articleshow/53560977.cms,"NEW DELHI: The Draft Indian National University Bill, 2015, which proposes to establish a world class fully autonomous institution of national importance for training and research in military studies, has gone online on MyGov.in portal and Defence Ministry website for six weeks for public consultations.The idea of a National Defence University was first conceived in 1967. It was later recommended by Kargil Review Committee and Group of Ministers in 2000.Land for setting up of the Defence University was acquired at Manesar in Gurgaon district in September, 2012 and part infrastructure development has commenced on the acquired land in December, 2015.Indian National Defence University (INDU) is likely to be a reality soon with Draft Indian National University Bill, 2015 going online on MyGov.in portal and MoD website for six weeks for public consultations, a statement by the Defence Ministry said.The Bill proposes to establish a world class fully autonomous institution of National Importance under Ministry of Defence.The project will be implemented in three phases spreading over a period of ten years at an estimated cost of Rs 2,072 crore.The University will be a teaching and affiliating University for the existing training institutions of the three Services which will develop and propagate higher education in National Security Studies, Defence Management and Defence Technology and promote policy oriented research on all aspects relating to national security, both internal and external.The Bill also caters for Open and Distance Learning Programmes for Service personnel deployed in far flung area.As is the case in existing Defence Universities across the world, Indian National Defence University is proposed to be governed by its own norms and will inculcate and promote coordination and interaction between the Armed Forces and other Government Agencies including friendly foreign countries.The comments and suggestions from the public on the draft Bill will be collated and reviewed at the Ministry of Defence following which the process for seeking approval of the Cabinet will be initiated and the Bill will be tabled in Parliament for enactment."
Political scientist from JNU is new Goa varsity VC,http://timesofindia.indiatimes.com/home/education/news/Political-scientist-from-JNU-is-new-Goa-varsity-VC/articleshow/53285516.cms,"PANAJI: Internationally known political scientist Dr Varun Sahni has been chosen to be the new Goa University vice-chancellor, the chancellor Mridula Sinha's office has informed the varsity on Tuesday.Dr Sahni is presently serving as professor and chairperson, Centre for International Politics, Organization and Disarmament (CIPOD) at Jawaharlal Nehru University, New Delhi. The current GU vice-chancellor Dr Satish Shetye's term in office will come to an end in October, when Dr Sahni is likely to join office. The committee headed by Dr Raghunath Mashelkar had earlier recommended the names for the potential new GU VC's post to the chancellor Mridula Sinha. Dr Sahni has earlier served as Reader in Latin American Politics at Goa University.From December 2008 to January 2012, he served as the 10th vice-chancellor of the University of Jammu. He has participated in over 220 academic conferences, 90 of them held outside India, as paper presenter, session chair, organizer or discussant."
Union HRD minister Prakash Javadekar inaugurates IIT Jammu,http://timesofindia.indiatimes.com/home/education/news/Union-HRD-minister-Prakash-Javadekar-inaugurates-IIT-Jammu/articleshow/53574332.cms,"JAMMU: Union human resource development minister Prakash Javadekar on Saturday inaugurated the transit campus of Indian Institute of Technology (IIT) here and praised Jammu and Kashmir for ""keeping pace"" with education despite a decades-long turmoil with gross enrolment figures higher than the national average.Ninety students have been enrolled at IIT, Jammu for the first academic session.""Jammu and Kashmir has excelled in education despite the turmoil,"" said Javadekar after declaring open the institute.""Compared to the national average of 23.6 per cent of gross enrolment in higher education, girls pursuing higher studies in Jammu and Kashmir have a 27-per cent gross enrolment, more than the 25 per cent of boys, and both the figures are higher than the national average,"" he added.The minister said the Centre has laid emphasis on creating centres of excellence in higher education and IIT and Jammu was a step towards that direction, adding that the government has also launched a free online coaching programme for IIT aspirants.He said the inauguration of IIT, Jammu was delayed due to land problem.Javadekar announced Rs 100 crore for NIT, Srinagar under a special plan this year to facilitate research and development.He said a fund of Rs 1,000 crore has been earmarked in the Union Budget to create a finance agency and another Rs 1,000 crore is expected to come from a bank soon to create a kitty of Rs 2,000 crore for infrastructure building and research in IITs.He said over 2,000 research proposals have been received and of these, 450 have been shortlisted and around 300-400 would be funded.""Now, researchers will teach here and do research as well,"" said Javadekar."
MHRD embarks on search for new MANIT director,http://timesofindia.indiatimes.com/home/education/news/MHRD-embarks-on-search-for-new-MANIT-director/articleshow/53109956.cms,"Bhopal: Union ministry of human resource and development (MHRD) has kicked off the process to appoint new director of Maulana Azad National Institute of Technology (MANIT). Director, VNIT, NS Chaudhari, had been given the additional charge of MANIT director a couple of months ago after former director Appu Kuttan was transferred. According to a circular issued by MHRD, the director of an NIT, being the academic as well as administrative head, is expected to have proven administrative, teaching and research background (including significant experience in research guidance at the PhD level) with leadership qualities.The appointment shall be made on contract basis for a term of five years or till the attainment of the age of 70 years, whichever is earlier. Applicant must be below 65 years of age. MHRD has also invited applications for filling up the post of director in NIT located at Arunachal Pradesh, Goa, Meghalaya, Mizoram, Puducherry, Sikkim, Uttarakhand, Silchar, Srinagar, Hamirpur and Surathkal."
PM Modi lays foundation stone of AIIMS-Gorakhpur,http://timesofindia.indiatimes.com/home/education/news/PM-Modi-lays-foundation-stone-of-AIIMS-Gorakhpur/articleshow/53336723.cms,"GORAKHPUR: Prime Minister Narendra Modi on Friday laid the foundation stone for a new All India Institute of Medical Sciences (AIIMS) to be built at an estimated cost of Rs 1,011 crore to provide super-specialty health care and create a large pool of doctors in Uttar Pradesh.""It is a very important day for eastern Uttar Pradesh. We are thankful to the Prime Minister for giving an AIIMS. He had said we will change the face and destiny of this region. The Prime Minister took special interest in this project and it is a major step towards serving humanity,"" Union Health Minister JP Nadda said addressing a rally here.With next year's Uttar Pradesh assembly polls on BJP's mind, Nadda stressed that the Prime Minister has given special focus to development of health facilities in the state.The AIIMS will directly benefit the residents of 14 districts of eastern UP and neighbouring districts of Bihar, the minister said.It is aimed at correcting the regional imbalances in availability of affordable and reliable tertiary level healthcare.The AIIMS here, which will be spread in a total area of 112 acres, will be completed in 45 months and there would be 750 beds besides 300 super-speciality-beds in the hospital.Every medical batch will have 100 students while nursing batch will have 60 students.The Union Cabinet chaired by Prime Minister Modi had recently given its nod to the setting up of the AIIMS under the Pradhan Mantri Swasthya Suraksha Yojana (PMSSY).The government had said that the establishment of new AIIMS will serve the dual purpose of providing super-specialty health care to the population while creating a large pool of doctors and health workers that can be available for primary and secondary level facilities being created under National Health Mission (NHM).The new AIIMS, once established will also conduct research on prevalent regional diseases and other health issues and provide for better control and cure of such diseases.The hospital will also include emergency or trauma and AYUSH sections.There will be an administration block, AYUSH block, auditorium, night shelter, hostels and residential facilities. The cost estimate of Rs 1,011 crore does not include recurring costs — wages and salaries and operation and maintenance expenses.""This recurring expenditure will be met by the respective new AIIMS from their annual budgets through grant-in-aid to them from Plan Budget Head of PMSSY of the Health Ministry, the government had recently said.""The setting up of AIIMS under PMSSY aims at correcting the regional imbalances in availability of affordable and reliable tertiary level healthcare in the country and to augment facilities for quality medical education in under-served or backward states,"" it had said in an official statement.Under this scheme, similar health facilities have been established in Bhubaneshwar, Bhopal, Raipur, Jodhpur, Rishikesh and Patna while work on AIIMS, Rae Bareli is in progress.Three new AIIMS at Nagpur (Maharashtra), Kalyani (West Bengal) and Mangalagiri (Andhra Pradesh) have been sanctioned last year."
