Heading,Summary,Link,PostedBy,PostedOnDate
"Reliance Nippon to rope in 30,000 new agents","With the fresh hiring, the total agent count in the country will hit 1.30 lakh, he said, adding that the agents will be hired for its 800 branches across the country and the fresh recruitment would help the company achieve double-digit growth in fresh premium collection.",http://www.financialexpress.com/jobs/reliance-nippon-to-rope-in-30000-new-agents/325606/,PTI ," July 22, 2016 3:59 PM"
UAE Exchange India to offer scholarships to over 500 students,Leading financial services firm UAE Exchange India has launched a scholarship programme for the benefit of over 500 students from economically weaker sections in the country. ,http://www.financialexpress.com/jobs/uae-exchange-india-to-offer-scholarships-to-over-500-students/323666/,PTI ," July 20, 2016 9:05 PM"
Cisco to setup 15 networking academies in Jharkhand,Cisco will setup up to 15 networking academies in the Jharkhand that will train up to 6000 students by 2020.,http://www.financialexpress.com/jobs/cisco-to-setup-15-networking-academies-in-jharkhand/324965/,Mohd Ujaley ," July 21, 2016 10:15 PM"
CBSE got 11 fee hike complaints in unaided pvt schools: govt,"The Central Board of Secondary Education (CBSE) has received 11 complaints of fee hike against unaided private schools, including four of Delhi, affiliated to it this year, HRD minister Prakash Javadekar today said in Rajya Sabha.",http://www.financialexpress.com/jobs/cbse-got-11-fee-hike-complaints-in-unaided-pvt-schools-govt/324705/,PTI ," July 21, 2016 5:39 PM"
Government seeks applications for Bankruptcy Board chief,Government is looking to hire a chairperson and three whole-time members for the Insolvency and Bankruptcy Board as it moves towards implementation of a law that will make debt recovery process more effective.,http://www.financialexpress.com/jobs/government-seeks-applications-for-bankruptcy-board-chief/327138/,PTI ," July 24, 2016 1:23 PM"
Narendra Modi govt may roll out fixed term jobs for all soon; may face flak from Unions,Fixed-term employment with benefits akin to the permanent workforce’s will soon be made a reality across all industrial sectors,http://www.financialexpress.com/jobs/narendra-modi-govt-may-roll-out-fixed-term-jobs-for-all-soon-may-face-flak-from-unions/325069/,Surya Sarathi Ray ," July 24, 2016 11:44 AM"
Egypt nominates ex-minister for top UNESCO job,Egypt has announced it is nominating former minister and ambassador Moushira Khattab for the post of UNESCO director general.,http://www.financialexpress.com/jobs/egypt-nominates-ex-minister-top-unesco-job/322853/,AFP ," July 20, 2016 12:21 PM"
New education policy not to infringe states’ rights: Prakash Javadekar,"There is no proposal for holding morning prayers in schools in the draft education policy, the government said today, allaying apprehensions that it would infringe on the rights of the states.",http://www.financialexpress.com/jobs/new-education-policy-not-to-infringe-states-rights-prakash-javadekar/324860/,PTI ," July 21, 2016 7:58 PM"
Hiring in FY’17 may be lower: NASSCOM,"NASSCOM says fresh hiring in the current financial year may be lower than last year as IT companies are facing pressure on margins, besides focusing on automation of jobs. ",http://www.financialexpress.com/jobs/hiring-in-fy17-may-be-lower-nasscom/324858/,PTI ," July 21, 2016 7:57 PM"
CBSE to conduct NEET Phase II examination today,The NEET is a national level medical entrance test that is conducted to screen and shortlist candidates for admission to different medical and dental academic programmes across the country.,http://www.financialexpress.com/jobs/cbse-to-conduct-neet-phase-ii-examination-today/326946/,ANI ," July 24, 2016 8:49 AM"
"Salaries to go up 10.7%, star performers to gain handsomely: Study",The projected salary hike for 2016 is nearly the same as last year’s though the hiring figure so far this year has dipped in comparison with 2015. ,http://www.financialexpress.com/jobs/salaries-to-go-up-10-7-star-performers-to-gain-handsomely-study/327111/,PTI ," July 24, 2016 2:15 PM"
Tezpur University accredited ‘A’ grade by NAAC,"The Peer Team visited all departments, centers, cells and examined the activities, facilities and interacted with the faculty, staff and students, besides examining all records maintained by the University, Doley said.",http://www.financialexpress.com/jobs/tezpur-university-accredited-grade-naac/322259/,PTI ," July 19, 2016 6:33 PM"
"CA final result May 2016 topper: S Sriram is No. 1, Kantheti Naga follows; all you want to know","CA Final exams were held in May, 2016 and the Institute of Chartered Accountants of India (ICAI) released the names of successful candidates in a statement.",http://www.financialexpress.com/jobs/ca-final-result-may-2016-topper-s-sriram-no-1-kantheti-naga-follows-want-know/322119/,FE Online ," July 19, 2016 5:54 PM"
Industry 4.0: How to get corporates into fourth industrial revolution mindset,An increasing number of organisations see data lakes as one of the key factors in fully realising the benefits of Industry 4.0—also called the fourth industrial revolution,http://www.financialexpress.com/jobs/industry-4-0-how-to-get-corporates-into-fourth-industrial-revolution-mindset/319691/,NA,"July 18, 2016 6:01 AM"
Skill development training to 1 crore youths by 2020: Nitish Kumar,"Stressing the need for making youths employable, Bihar Chief Minister Nitish Kumar today said the state government will provide skill development training to one crore people in the state by 2020.",http://www.financialexpress.com/jobs/skill-development-training-1-crore-youths-2020-nitish-kumar/318199/,PTI ," July 15, 2016 9:33 PM"
On the shelf,The Gray Rhino ,http://www.financialexpress.com/jobs/on-the-shelf-77/319067/,FE Bureau ," July 17, 2016 6:06 AM"
Top 10 Fiction and Non-fiction,Top 10 Fiction and Non-fiction,http://www.financialexpress.com/jobs/top-10-fiction-non-fiction/319152/,NA,"July 17, 2016 6:07 AM"
D Subbarao on why he was annoyed with P Chidambaram and much more in ‘Who Moved My Interest Rate’,"Former RBI governor D Subbarao reveals how he faced a challenging tenure riddled by an uncertain global economy, dark clouds in the domestic economy and a shaky relationship with the North Block",http://www.financialexpress.com/jobs/d-subbarao-on-p-chidambaram-manmohan-singh-pranab-mukherjee-and-upa/319081/,Charan Singh ," July 17, 2016 6:09 AM"
India online recruitment activity eases in June: Monster.com,"According to the latest Monster Employment Index (MEI), the online recruitment activities saw a 17 per cent year-on-year growth last month, lower than the past few months. The index had registered a 27 per cent rise in May.",http://www.financialexpress.com/jobs/india-online-recruitment-activity-eases-june-monster-com/320480/,PTI ," July 18, 2016 3:40 PM"
90 days paid leave for victims of sexual harassment,"Women central government employees who have filed complaints of sexual harassment can now get a paid leave of three months during the pendency of inquiry, the government has said.",http://www.financialexpress.com/jobs/90-days-paid-leave-victims-sexual-harassment/319238/,PTI ," July 17, 2016 10:39 AM"
ICAI results 2016 declared today; check merit list at icai.nic.in,ICAI results 2016: The long wait of the Institute of Chartered Accountants of India (ICAI) examination candidates for their ICAI CA Final and CPT results ended today as the announcement were made today by the authorities. Candidates can check official ICAI website icai.nic.in for results.,http://www.financialexpress.com/jobs/icai-results-2016-declaration-today-at-2-p-m-check-icai-nic-in-for-icai-ca-final-and-cpt-exam-2016-news/320204/,FE Online ," July 18, 2016 3:55 PM"
"More UK poor in work, but jobs downturn would hit them hardest – IFS","Britain’s poorest households now rely more on jobs than government benefits for their income, reducing inequality but leaving them more vulnerable to any post-Brexit downturn in the labour market, research showed on Tuesday.",http://www.financialexpress.com/jobs/uk-poor-work-jobs-downturn-hit-hardest-ifs/321382/,Reuters ," July 19, 2016 11:12 AM"
"How Indian education-tech firms stack-up against US, Chinese ones","Ed-tech, or education technology companies, are selling the concept of “personalised learning” or “adaptive learning”. ",http://www.financialexpress.com/jobs/how-indian-education-tech-firms-stack-up-against-us-chinese-ones/319690/,NA,"July 18, 2016 7:37 AM"
Uttarakhand Governor K K Paul for computer training for youth in hills to stop migration,Uttarakhand Governor K K Paul today asked organisations working in the field of skill development to accord priority to short-term computer training programmes for locals and help them get employment while preventing migration from hills.,http://www.financialexpress.com/jobs/uttarakhand-governor-k-k-paul-computer-training-youth-hills-stop-migration/318236/,PTI ," July 15, 2016 10:48 PM"
HRD working on scheme for interest-free loans to IIT students,The HRD Ministry is working on a subvention scheme to help IIT students get interest-free loans so that they can pay their fees easily.,http://www.financialexpress.com/jobs/hrd-working-scheme-interest-free-loans-iit-students/317043/,PTI ," July 14, 2016 9:22 PM"
California schools to have richer content on ancient India,Education board in California in the US has approved a new school curriculum framework which will include richer content on ancient India..,http://www.financialexpress.com/jobs/california-schools-richer-content-ancient-india/318516/,PTI ," July 16, 2016 12:42 PM"
DU final cut-off list released,"Admission opportunities in B.Sc (Hons) Maths exist for general students at Ramjas, Hansraj, Hindu and Kirorimal colleges in the cut-off range 94.5-96 per cent.",http://www.financialexpress.com/jobs/du-final-cut-off-list-released/322569/,PTI ," July 20, 2016 2:24 AM"
Norms to start medical colleges being eased: JP Nadda,"During the Question Hour in Rajya Sabha, Health Minister J P Nadda said the number of medical colleges in the government sector was being increased so that the shortfall of medical professionals can be met",http://www.financialexpress.com/jobs/norms-start-medical-colleges-eased-jp-nadda/322146/,PTI ," July 19, 2016 5:24 PM"
IAA trains professionals to deal with aviation-linked challenges,"Security, safety and environment protection are some of the prime challenges the civil aviation sector has been facing globally. ",http://www.financialexpress.com/jobs/iaa-trains-professionals-deal-aviation-linked-challenges/317738/,ANI ," July 15, 2016 3:48 PM"
Wanted by investment banks: students not studying finance,"When Barclays executive Sam Dean went to a career fair earlier this year, he asked to speak with a group of students who were not studying finance.
The British bank is on a drive to appeal to students with a broader range of degrees who are interested in more than earning a quick buck but have been deterred by the industry’s poor image.",http://www.financialexpress.com/jobs/wanted-investment-banks-students-not-studying-finance/316343/,Reuters ," July 14, 2016 12:31 PM"
"Super 30 to expand, to include Class 10 students from this year","After its huge success, Anand Kumar’s Super 30, which helps underprivileged students crack JEE test for entrance into IITs, is set to be expanded this year to include students who have passed class X…",http://www.financialexpress.com/jobs/super-30-expand-include-class-10-students-year/319224/,PTI ," July 17, 2016 10:27 AM"
Rakesh Kumar Chaturvedi new CBSE chairman,Rakesh Kumar Chaturvedi was today appointed as new Chairman of CBSE and Vijay Kumar Dev the new Deputy Election Commissioner as a bureaucratic reshuffle of 19 Additional Secretaries and 29 Joint Secretaries was carried out. ,http://www.financialexpress.com/jobs/rakesh-kumar-chaturvedi-new-cbse-chairman/317098/,PTI ," July 15, 2016 12:04 AM"
Amitav Ghosh: The Great Derangement – Climate change and the Unthinkable,"In a return to non-fiction, Amitav Ghosh writes about an imaginative failure to gauge the import of climate change, terming it the ‘great derangement’. In this excerpt, he writes how future generations will hold not only politicians, but writers and artists also responsible for failing to address the most urgent task of our times",http://www.financialexpress.com/jobs/amitav-ghosh-great-derangement-climate-change-unthinkable/319082/,FE Bureau ," July 17, 2016 6:05 AM"
Offer study of IPR as elective subject: UGC to varsities,"Emphasising on importance of Intellectual Property Rights (IPR), the University Grants Commission (UGC) has asked varsities to offer it as a generic elective subject under the Choice Based Credit System.",http://www.financialexpress.com/jobs/offer-study-ipr-elective-subject-ugc-varsities/319237/,PTI ," July 17, 2016 10:40 AM"
Prakash Javadekar to felicitate poor but meritorious students,HRD Minister Prakash Javadekar will felicitate a group of students who despite coming from under-privileged background scored high marks and secured admission in top Delhi colleges. ,http://www.financialexpress.com/jobs/prakash-javadekar-felicitate-poor-meritorious-students/318835/,PTI ," July 16, 2016 6:30 PM"
"‘No helmets, no student access’ in Kolkata schools soon","Schools affiliated to the Council for the Indian School Certificate Examinations (CISCE) in the eastern metropolis will soon restrict access to students who commute on their parents’ two-wheelers without helmets, an official said here on Monday.",http://www.financialexpress.com/jobs/no-helmets-no-student-access-kolkata-schools-soon/320748/,IANS ," July 18, 2016 5:58 PM"
"Libraries of over 13,000 govt schools in Rajasthan to have Gita",Education Minister Vasudev Devnani said that the process to deliver books has started.,http://www.financialexpress.com/jobs/libraries-13000-govt-schools-rajasthan-gita/317803/,PTI ," July 15, 2016 4:14 PM"
Working to have a deemed university status for FDDI: Nirmala Sitharaman,Commerce and Industry Minister Nirmala Sitharaman said talks are on with Human Resource Development Ministry and advice has been sought from Prime Minister’s Office on the issue.,http://www.financialexpress.com/jobs/working-deemed-university-status-fddi-nirmala-sitharaman/317727/,PTI ," July 15, 2016 3:36 PM"
Fund higher education of poor girls: K K Paul to varsities,Uttarakhand Governor K K Paul today asked private universities based in the state to fund the higher education of girls belonging to underprivileged families of remote hill areas under their Corporate Social Responsibility. ,http://www.financialexpress.com/jobs/fund-higher-education-poor-girls-k-k-paul-varsities/313398/,PTI ," July 11, 2016 7:46 PM"
"Why oil business is not just trade & money, but a blood bath",A book that raises questions on the ethics of the oil trade,http://www.financialexpress.com/jobs/why-oil-business-is-not-just-trade-money-but-a-blood-bath/311867/,Siddhartha P Saikia ," July 10, 2016 8:19 AM"
"Mirroring job gains, Americans upbeat on earnings in June: survey","Americans were more upbeat on their earnings growth last month, mirroring a sharp rise in U.S. jobs growth, while inflation expectations remained subdued, according to a Federal Reserve Bank of New York survey published on Monday.",http://www.financialexpress.com/jobs/mirroring-job-gains-americans-upbeat-earnings-june-survey/313464/,Reuters ," July 11, 2016 9:37 PM"
On the shelf,India’s Long Road,http://www.financialexpress.com/jobs/on-the-shelf-76/311881/,FE Bureau ," July 10, 2016 6:11 AM"
Top 10 Fiction and Non-fiction,Top 10 Fiction and Non-fiction,http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-34/311882/,FE Bureau ," July 10, 2016 6:12 AM"
Cloud to have biggest impact on IT professionals’ careers: Gartner,"The technology areas that will influence IT professionals’ jobs and careers in the next 18 months are considered to be cloud computing, analytics, mobility and security, market research firm Gartner said on Wednesday.",http://www.financialexpress.com/jobs/cloud-biggest-impact-professionals-careers-gartner/315979/,IANS ," July 13, 2016 9:40 PM"
Delhi University: Pinjratod campaigners prepare block list for women PGs,"“Pinjratod” campaigners, who have been running a movement against “biased” hostel rules for girls students, have now prepared a “block” list of women PGs to help save themselves from harassment by owners.",http://www.financialexpress.com/jobs/delhi-university-pinjratod-campaigners-prepare-block-list-for-women-pgs/312295/,PTI ," July 11, 2016 7:08 AM"
Tata ClassEdge partners with LabInApp to provide virtual labs to students,"Tata ClassEdge, the provider of innovative technology-based learning solutions for schools, has partnered with LabInApp, an organisation that specialises in experiential science learning. ",http://www.financialexpress.com/jobs/tata-classedge-partners-labinapp-provide-virtual-labs-students/314712/,Vikram Chaudhary ," July 12, 2016 7:59 PM"
"From recognition for hard work to fitness facilities, 7 proven ways to retain employees","Today, employers offer a host of benefits besides good pay packages to encourage employees productivity and retention. Because it is their talent which improvises the limited resources and curtails the organisational cost",http://www.financialexpress.com/jobs/7-proven-ways-to-retain-employees-from-recognition-for-hard-work-to-additional-facilities-for-women-employee-retention/314095/,Yogesh Sood ," July 12, 2016 2:06 PM"
"Over 3,000 vacant medical posts will be filled: K Srinivasa","Over 3,000 medical posts in Andhra Pradesh government-run hospitals including those of doctors and nurses will be filled up in the next 45 days, Health Minister K Srinivasa said today.",http://www.financialexpress.com/jobs/3000-vacant-medical-posts-will-filled-k-srinivasa/315753/,PTI ," July 13, 2016 6:12 PM"
Hiring heats up for senior level profiles: TimesJobs,"Jobs for senior professionals showed a significant uptrend in recruitment activity during June, as hiring grew by 15 per cent for C-level executives with over 20 years of experience, says a report.",http://www.financialexpress.com/jobs/hiring-heats-senior-level-profiles-timesjobs/313376/,PTI ," July 11, 2016 7:02 PM"
PM Narendra Modi rejects Smriti Irani’s choice of CBSE chairman,"A week after moving out Smriti Irani from the Ministry of Human Resource Development, PM Narendra Modi has jilted her choice of chairman for the Central Board of Secondary Education.",http://www.financialexpress.com/jobs/pm-narendra-modi-rejects-smriti-iranis-choice-cbse-chairman/314955/,FE Online ," July 13, 2016 8:46 AM"
UAE exchanges India Educational scholarships to students,Providing Educational Scholarships is an encouragement for students to study well and for teachers to train their students well. These scholarships aim to build confidence and motivate students and teachers alike.,http://www.financialexpress.com/jobs/uae-exchanges-india-educational-scholarships-students/315920/,ANI ," July 13, 2016 8:18 PM"
"Multi-nationals in emerging nations fail to tackle corruption, poverty: Anti-graft group","Multi-national companies based in emerging nations are failing to tackle corruption with a lack of transparency allowing unscrupulous practices to continue and exacerbating poverty, a study by an anti-corruption group said on Monday.",http://www.financialexpress.com/jobs/multi-nationals-in-emerging-nations-fail-to-tackle-corruption-poverty-anti-graft-group/312826/,Reuters ," July 11, 2016 12:40 PM"
HRD mulls assisting IIT students in getting loans,"After receiving feedback from a number of prospective students and their parents about difficulties in procuring loans for paying fees for IITs, the HRD ministry is considering taking special steps to assist them. ",http://www.financialexpress.com/jobs/hrd-mulls-assisting-iit-students-getting-loans/314866/,PTI ," July 13, 2016 1:13 AM"
How Education start-up aims to turn India into HR powerhouse,Our efforts to augment Maharashtra’s rural schooling set-up are a glimpse into the kind of role we can play in the broader ecosystem by creating the right products and uniting key stakeholders towards their deployment,http://www.financialexpress.com/jobs/how-education-start-up-aims-to-turn-india-into-hr-powerhouse/312426/,Vikram Chaudhary ," July 11, 2016 6:00 AM"
"DU admissions: Third cut-off list announced, marginal drop in few courses","With many seats still left to be filled even after admissions against the second cut-off closed, Delhi University today announced its third cut-off showing a nominal average dip of about 1 per cent.",http://www.financialexpress.com/jobs/du-admissions-third-cut-off-list-announced-marginal-drop-in-few-courses/312478/,PTI ," July 11, 2016 1:06 AM"
CBSE UGC-NET exam 2016 postponed in Srinagar today; new date to be announced later,"CBSE UGC-NET exam: CBSE, which is holding UGC-NET exam today, has postponed the test in Srinagar where curfew-like restrictions were imposed following protests over the killing of terror group Hizbul Mujahideen poster boy Burhan Wani in an encounter.",http://www.financialexpress.com/jobs/cbse-postpones-ugc-net-exam-in-srinagar-new-date-to-be-announced-later/312002/,FE Online ," July 10, 2016 12:55 PM"
DU third cutoff list: Delhi University announces tiny cut; top 10 points to know,"Delhi University admission process has reached the crucial, mass, stage. With those having secured top marks in their 12th standard already sealing their seats in the best colleges, there has been a small reduction in the cut-off marks, allowing the numerically superior in numbers students to get a chance to secure a coveted seat in these premium colleges.",http://www.financialexpress.com/jobs/du-third-cutoff-list-delhi-university-announces-tiny-cut-top-10-points-to-know/312785/,FE Online ," July 11, 2016 11:57 AM"
Zubin Mehta: A musical journey; book review,"ZUBIN MEHTA was “a child of music”, having learned to sing and speak at almost the same time. While growing up, he was attracted not to toys…",http://www.financialexpress.com/jobs/zubin-mehta-a-musical-journey-book-review/311880/,Sudipta Datta ," July 10, 2016 6:10 AM"
"Minister pays surprise visit to schools, EB offices","R Kamalakannan, Puducherry Minister for Electricity and Education today paid a surprise visit to several schools and electricity board offices in Karaikal district and checked the attendance and cleanliness.",http://www.financialexpress.com/jobs/minister-pays-surprise-visit-schools-eb-offices/315741/,PTI ," July 13, 2016 5:40 PM"
"Future of work, workplace undergoing a sea change: PwC","Future of work and that of the workplace is changing and making way for greater flexibility than an average job today allows, and employees are likely to focus more on corporate value than on pay in 5 years, says a PwC study.",http://www.financialexpress.com/jobs/future-work-workplace-undergoing-sea-change-pwc/315525/,PTI ," July 13, 2016 3:53 PM"
Skill India: How to train 35 cr people over next 5-7 years,"Skilling 35 crore people within the next 5-7 years, and continuing the tempo for another five years, is an epic task",http://www.financialexpress.com/jobs/skill-india-how-to-train-35-cr-people-over-next-5-7-years/312434/,Atul Raja ," July 11, 2016 6:03 AM"
"Banglashesh school, colleges ordered to report absent students",Bangladesh government today ordered all educational institutions in the country to give lists of students who have been absent for over 10 straight days following reports that some of the militants who carried out recent terror attacks joined militant groups after running away from home.,http://www.financialexpress.com/jobs/banglashesh-school-colleges-ordered-to-report-absent-students/312248/,PTI ," July 10, 2016 5:31 PM"
G-20 labour ministers adopts Entrepreneurship Action Plan,"G-20 nations, including India, today adopted an action plan to encourage entrepreneurship as they identified it as a major opportunity to increase employment among the young people.",http://www.financialexpress.com/jobs/g-20-labour-ministers-adopts-entrepreneurship-action-plan/316006/,PTI ," July 13, 2016 10:00 PM"
Thomas Piketty on a warped economic system that lets rich get away with govt support,"Thomas Piketty’s new book highlights warped economic systems, which allow the rich to get away with the government’s support",http://www.financialexpress.com/jobs/thomas-piketty-on-a-warped-economic-system-that-lets-rich-get-away-with-govt-support/311879/,Madan Sabnavis ," July 10, 2016 8:18 AM"
"New Education Policy laudatory, but must also focus on digital tools",The New Education Policy is laudatory. But it must also inculcate digital tools in pedagogy,http://www.financialexpress.com/jobs/new-education-policy-laudatory-but-must-also-focus-on-digital-tools/312433/,NA,"July 11, 2016 9:05 AM"
DUTA writes to Prakash Javadekar over shortage of teachers,"Despite an increase in seats due to reservations for OBC students since 2007 and the promise of additional posts to universities, over 4,500 posts in DU remain vacant with teachers working on ad-hoc or guest basis,” she said.",http://www.financialexpress.com/jobs/duta-writes-to-prakash-javadekar-over-shortage-of-teachers/310514/,IANS ," July 8, 2016 1:53 PM"
"Job Rejection: Weak handshake, fumbling could be a reason","Avoiding eye contact, fumbling, talking too much and bad-mouthing previous employer are among the key reasons for rejection in job interviews, says a TimesJobs study.",http://www.financialexpress.com/jobs/job-rejection-weak-handshake-fumbling-could-be-a-reason/307568/,PTI ," July 5, 2016 3:40 PM"
Oxford English Dictionary updates include internet slang acronyms,"A number of internet slang acronyms such as FWIW and ICYMI and have made it into the Oxford English Dictionary along with eye-catching new entries like budgie smugglers, glamping and listicles.",http://www.financialexpress.com/jobs/oxford-english-dictionary-updates-include-internet-slang-acronyms/309087/,PTI ," July 6, 2016 10:01 PM"
Delhi University PG entrance exam 2016 result to be declared today at du.ac.in; check updtaes at du.acin,Delhi University will declare the postgraduate entrance exam 2016 result today at du.ac.in. Delhi University postgraduate exam was conducted between June 19 and June 23. ,http://www.financialexpress.com/jobs/delhi-university-pg-entrance-exam-2016-result-declared-today-at-du-ac-in-check-updtaes-at-du-acin/306413/,Anshul ," July 4, 2016 5:33 PM"
Salary for entry level jobs more in Central govt: IIM-A study,"The study provides comparison of salaries in the government sector, CPSUs and private sectors at the entry, 3rd, 5th, 10th, 15th, 20th and 25th years of experience. It was submitted to the 7th Pay Commission in October last year.",http://www.financialexpress.com/jobs/salary-for-entry-level-jobs-more-in-central-govt-iim-a-study-7th-pay-commission/306481/,PTI ," July 4, 2016 6:01 PM"
Salary for entry level jobs more in Central government: IIM-A study,"Government and Central Public Sector Undertakings (CPSUs) pay more salary for entry-level jobs compared to private companies, but the salary in private companies increases with experience, shows a study conducted by IIM-Ahmedabad for the 7th Pay Commission.",http://www.financialexpress.com/jobs/salary-for-entry-level-jobs-more-in-central-government-iim-a-study/306557/,PTI ," July 4, 2016 6:46 PM"
81% of women in STEM see gender bias in evaluation: Study,"Women represent 46 per cent of all enrolled undergraduate students in STEM, not many continue to pursue careers, according to a survey.",http://www.financialexpress.com/jobs/81-of-women-in-stem-see-gender-bias-in-evaluation-study/308903/,PTI ," July 6, 2016 7:01 PM"
What UGC’s reforms agenda must focus on,"While the ongoing reforms are welcome, the UGC must also focus on providing more scholarships to women, and financial support through higher non-NET scholarships to help older scholars",http://www.financialexpress.com/jobs/what-ugcs-reforms-agenda-must-focus-on/305425/,Akash Sinha ," July 4, 2016 9:42 AM"
IIT-Kharagpur to set up centre for science of happiness,"The proposed ‘Rekhi Centre for Science of Happiness’ will develop “happy technocrats”, said a statement issued by the Indian Institute of Technology (IIT) at Kharagpur.",http://www.financialexpress.com/jobs/iit-kharagpur-to-set-up-centre-for-science-of-happiness/306167/,IANS ," July 4, 2016 3:19 PM"
New Education Policy: How demographic dividend can turn into a disaster,The New Education Policy can help bridge the skills gap by making certain skills an integral part of the curricula. It must also make practical training mandatory,http://www.financialexpress.com/jobs/new-education-policy-how-demographic-dividend-can-turn-into-a-disaster/305424/,NA,"July 4, 2016 9:43 AM"
71% parents in India would take on debt to fund their children’s university education: HSBC,"HSBC’s latest edition of the Value of Education Foundations for the future study that a vast majority,71%, of parents in India were willing to go into debt to fund their child’s university or college education.",http://www.financialexpress.com/jobs/71-parents-in-india-would-take-on-debt-to-fund-their-childrens-university-education-hsbc/305085/,FE Online ," July 3, 2016 4:12 PM"
Sumitra Mahajan exhorts youth to utilise knowledge for dev of society,Lok Sabha Speaker Sumitra Mahajan today called upon students to take advantage of initiatives like Startup India and Skill India and do something new for the society. ,http://www.financialexpress.com/jobs/sumitra-mahajan-exhorts-youth-to-utilise-knowledge-for-dev-of-society/307889/,PTI ," July 5, 2016 8:56 PM"
Officials to adopt govt schools in Thane,"Under the initiative ‘Ek Diwas Shalesathi’ (a day for school), government officials have been asked to adopt schools in the district from July 7 to improve the current situation, an official attached to District Education department said today. ",http://www.financialexpress.com/jobs/officials-to-adopt-govt-schools-in-thane/307367/,PTI ," July 5, 2016 1:29 PM"
Improving quality of education biggest challenge: Prakash Javadekar,“Our job is to provide quality education and I’m hopeful that we will achieve it with the support of everyone. Modiji has a vision about education and we will work towards it.”,http://www.financialexpress.com/jobs/improving-quality-of-education-biggest-challenge-prakash-javadekar/308648/,IANS ," July 6, 2016 4:08 PM"
Delhi University admission process most bizarre: Arvind Kejriwal,"Calling the admission system of Delhi University as “most bizarre”, Chief Minister Arvind Kejriwal today said the central university does not have quota for city students, normalization of marks or entrance tests. ",http://www.financialexpress.com/jobs/delhi-university-admission-process-most-bizarre-arvind-kejriwal/309767/,PTI ," July 7, 2016 4:37 PM"
BSEB Governing Body approves proposals for setting up regional offices,The most important proposal that got the board’s nod is to set up model examination centre and regional centre at all nine divisional commissionaries of the state.,http://www.financialexpress.com/jobs/bseb-governing-body-approves-proposals-for-setting-up-regional-offices/305460/,PTI ," July 3, 2016 10:22 PM"
"68 lakh new jobs in last five years, claims Bengal government",The Trinamool Congress government in West Bengal today claimed that it had created 68 lakh jobs in its first five-year term. ,http://www.financialexpress.com/jobs/68-lakh-new-jobs-in-last-five-years-claims-bengal-government/306715/,PTI ," July 4, 2016 10:01 PM"
Results of Intermediate students of Bishun Rai College withheld,"The Intermediate exam results of the students of Bishun Rai College, which is at the centre of controversy in the toppers scandal in Bihar, have been “withheld” after “anomalies and irregularities” in functioning of the college was detected, an official said today.",http://www.financialexpress.com/jobs/results-of-intermediate-students-of-bishun-rai-college-withheld/305386/,PTI ," July 3, 2016 8:19 PM"
BSEB GB approves proposals for setting up regional offices,The most important proposal that got the board’s nod is to set up model examination centre and regional centre at all nine divisional commissionaries of the state.,http://www.financialexpress.com/jobs/bseb-gb-approves-proposals-for-setting-up-regional-offices/305401/,PTI ," July 3, 2016 9:37 PM"
"Baroda varsity, BHU get nod for Indo-Russian project","An ‘Indo-Russian project’ has been sanctioned by the Centre and the Russian Foundation for Basic Research (RFBR) to the city-based Maharaja Sayajirao University of Baroda (MSUOB) and the Bananas Hindu University, Varanasi to get improved nuclear data. ",http://www.financialexpress.com/jobs/baroda-varsity-bhu-get-nod-for-indo-russian-project/307191/,PTI ," July 5, 2016 1:02 PM"
"SSC CGL 2016 exam to be held on August 27, check details at ssc.nic.in",SSC CGL 2016: Staff Selection Commission’s (SSC) has released examination notification for Combined Graduate Level exam 2016 on its official website ssc.nic.in. SSC Combined Graduate Level exam 2016 examination will be conducted on August 27. The SSC CGL 2016 exam will be conducted in two parts. The number of questions have been reduced to 100 for the Tier 1 examinations from 200. ,http://www.financialexpress.com/jobs/ssc-cgl-2016-exam-to-be-held-on-august-27-check-details-at-ssc-nic-in/305067/,Anshul ," July 3, 2016 2:52 PM"
Court accepts Class 12 ‘topper’ as minor in exam cheating case,"A district court here today accepted that the controversial Humanities ‘topper’ in the Bihar Intermediate Examination, who has been arrested in connection with an examination cheating racket, is a minor. ",http://www.financialexpress.com/jobs/court-accepts-class-12-topper-as-minor-in-exam-cheating-case/306131/,PTI ," July 4, 2016 2:40 PM"
"Delhi University JAT 2016 result declared at du.ac.in today, check updates here",Delhi University JAT 2016 result: Delhi University has declared the Joint Admission Test (JAT) 2016 results on the official website du.ac.in today.,http://www.financialexpress.com/jobs/delhi-university-jat-2016-result-declared-at-du-ac-in-today-check-updates-here/306470/,Anshul ," July 4, 2016 6:25 PM"
RRB NTPC result 2016 not releasing on July 10; check indianrailways.gov.in for updates,"RRB NTPC result 2016: Railway Recruitment Board is not releasing the result of Non-Technical Popular Category (NTPC-CEN 03/2015) exam on July 10, official sources have confirmed. ",http://www.financialexpress.com/jobs/rrb-ntpc-result-2016-to-be-declared-soon-check-indianrailways-gov-in-for-updates/310014/,Anshul ," July 7, 2016 9:45 PM"
